texto,rotulo
"Assunto: Aviso de Férias Coletivas
A empresa estará em férias coletivas de 20/12/2025 a 05/01/2026. Para urgências, o contato é [Número de Telefone].
RH","Não Produtivo"
"Assunto: Ação: Aprovar Novo Fornecedor - Fornecedor Y
[Nome do Aprovador],
Por favor, aprove o cadastro do novo Fornecedor Y (Serviços de *Cloud*). A documentação de *compliance* está em anexo. O serviço deve ser ativado até o final da semana.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Onde tem lanches bons por perto?
Obrigado pelas dicas! Vou no mais perto mesmo.
[Nome do Remetente]","Não Produtivo"
"Assunto: Detalhamento de Requisito Funcional - Módulo de *E-commerce*
Time de Desenvolvimento,
O novo Requisito Funcional (RF-05) exige a implementação de um cálculo automático de frete baseado no CEP. Anexo, o detalhamento do algoritmo.
[Nome do Remetente]","Produtivo"
"Assunto: Notificação de Nova Mensagem na Caixa de Entrada
Você tem 5 novas mensagens não lidas.
Sistema de E-mail Automático","Não Produtivo"
"Assunto: Solicitação de Material de Escritório - Urgente
[Nome do Compras],
Estamos sem papel A4 no 5º andar. Por favor, compre 5 pacotes o mais rápido possível. É urgente. Centro de Custo: CC-202.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Lembrete: Votação para a Cor da Parede
Eu não vou votar. Não me importo com a cor.
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reserva de Carro - Viagem de Negócios
[Nome do Colaborador],
A reserva do seu carro (Modelo X, Categoria Econômica) para a viagem a São Paulo (01/12) está confirmada. O voucher está anexo.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Aviso de Férias Coletivas
Que ótimo! Vou poder descansar bastante.
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Desempenho - *Customer Success* - Setembro
[Nome do Gerente],
O *Churn Rate* caiu para 3% em Setembro. O *NPS* está em 65. O time de *CS* está performando bem. Anexo, o relatório detalhado.
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Conheça 10 Dicas de Viagem
[E-mail de newsletter de viagem]","Não Produtivo"
"Assunto: Ação: Implementação de Nova Política de Senhas
Time de TI,
A nova política de senhas (mínimo de 10 caracteres, caracteres especiais) deve ser implementada no sistema de acesso até 05/11. Por favor, envie a confirmação de implementação.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Nova Mensagem na Caixa de Entrada
Obrigado pelo aviso. Vou olhar agora.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ponto de Decisão: Escolha da Plataforma de *E-learning*
[Nome do RH],
Anexo, o comparativo entre as Plataformas de *E-learning* A e B. A Plataforma A tem melhor custo-benefício. Precisamos de uma decisão até o final do dia para a contratação.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Fwd: Vídeo de Gatinho!
Meu chefe viu que eu abri esse e-mail. Que vergonha!
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reserva de Hotel - [Nome do Colaborador]
[Nome do Colaborador],
Sua reserva no Hotel *Comfort Inn* em Londres (01/12 a 05/12) está confirmada. O *voucher* está anexo.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: O que vocês acham da série nova da Netflix?
A série é um lixo. Não perca seu tempo.
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Termo de Responsabilidade por Equipamento
[Nome do Colaborador],
Por favor, assine o Termo de Responsabilidade pelo *laptop* e celular corporativo (anexo) e devolva ao RH.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Aviso de Férias Coletivas
Eu não queria tirar férias agora. Tinha planejado outra coisa.
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Cotação - Seguro Saúde Empresarial
[Nome do Corretor],
Solicito uma cotação para o seguro saúde empresarial (50 funcionários). Nossa prioridade é a cobertura nacional.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Seu pedido foi entregue!
Seu pedido de [Nome do Produto] foi entregue no seu endereço hoje.
Sistema de Entrega Automático","Não Produtivo"
"Assunto: Relatório de Horas Extras - Setembro
[Nome do Aprovador],
Segue anexo o relatório de horas extras da equipe de Desenvolvimento (Setembro). O total é de 45 horas. Por favor, aprove até amanhã.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Conheça 10 Dicas de Viagem
As dicas de viagem são ótimas! Vou planejar minhas férias!
[Nome do Remetente]","Não Produtivo"
"Assunto: Ponto de Decisão: Escolha do Software de *Recruitment*
[Nome do RH],
Anexo, a análise comparativa entre os softwares de *Recruitment* X e Y. O software X é o mais adequado. Precisamos de uma decisão até 05/11.
[Nome do Remetente]","Produtivo"
"Assunto: Lembrete: Devolução de Crachá
Seu crachá deve ser devolvido ao RH até o final do dia.
Sistema de Acesso Automático","Não Produtivo"
"Assunto: Ação: *Deploy* de *Hotfix* no Sistema de Produção
Time de TI,
O *hotfix* de segurança (HF-101) deve ser aplicado no ambiente de produção às 23h de hoje. Confirme o *deploy* e monitore o sistema por 1 hora.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Fwd: Vídeo de Gatinho!
Meu dia melhorou depois desse vídeo.
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Agendamento: Entrevista de Desligamento
[Nome do Colaborador],
Sua entrevista de desligamento está agendada para 05/11, às 10h, com o RH.
Atenciosamente,
RH","Produtivo"
"Assunto: Re: Re: Re: A cor do slide
Eu acho que o problema é o excesso de e-mails, não a cor. Vamos parar!
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de *Budget* Utilizado - Projeto Alpha
[Nome do Gerente],
O *budget* utilizado no Projeto Alpha até o momento é de R$ 30.000,00 (60% do total). O relatório detalhado de gastos está anexo.
[Nome do Remetente]","Produtivo"
"Assunto: Notificação de Nova Conexão no LinkedIn
Você tem uma nova conexão no LinkedIn: [Nome do Contato].
LinkedIn Notifications","Não Produtivo"
"Assunto: Solicitação de Alteração de Prazo - Projeto Gama
[Nome do Cliente],
Solicito formalmente a alteração do prazo final do Projeto Gama para 15/12 (atraso de 5 dias). O motivo é a dependência da sua equipe. Por favor, confirme a aceitação.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: O que vocês acham da série nova da Netflix?
É legal, mas prefiro filmes.
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Lista de Fornecedores Homologados - 2026
[Nome do Compras],
A lista final de Fornecedores Homologados para 2026 está em anexo. Por favor, utilize apenas os fornecedores desta lista para novas compras.
[Nome do Remetente]","Produtivo"
"Assunto: Promoção de Natal!
Compre 1 e leve 2! A melhor promoção do ano! Clique aqui!
Marketing/Spam","Não Produtivo"
"Assunto: Ponto de Decisão: Compra de Licenças de Software X
[Nome do Diretor],
Precisamos de uma decisão sobre a compra de 100 licenças do Software X. A validade da proposta com desconto é até amanhã. O custo é de R$ 50.000,00.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Aviso de Férias Coletivas
Quem vai cuidar dos meus projetos enquanto eu estiver de férias?
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Agendamento - Demonstração de Produto
[Nome do Cliente],
A demonstração do Produto Z está agendada para 05/11, às 14h, online. O link é [Link]. Por favor, prepare as suas dúvidas.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Reunião Cancelada: Treinamento de Soft Skills
Que azar! Eu precisava desse treinamento.
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de *Turnover* - Q3
[Nome do RH],
O *Turnover* no Q3 foi de 8%. A área com maior *turnover* é a de Vendas. Anexo, o relatório detalhado e as entrevistas de desligamento.
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Re: Vídeo de Gatinho!
Que vídeo fofo! Vou ver de novo!
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação: Iniciar Processo de Recrutamento - Vaga de Estágio
[Nome do RH],
Inicie o processo de recrutamento para 2 vagas de 'Estágio em TI'. O *job description* está anexo. A contratação é para janeiro.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: O que vocês acham da série nova da Netflix?
Vou começar a ver hoje à noite! Depois conto o que achei.
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Material Gráfico - *Stand* na Feira
[Nome do Design],
Precisamos de 3 *roll-ups* e 500 *flyers* para o *stand* na Feira de Tecnologia (15/11). O *briefing* está em anexo.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Re: A cor do slide
Finalmente acabou a discussão da cor! Que alívio!
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Política de Viagens Corporativas - V2.0
Equipe,
A nova Política de Viagens Corporativas (V2.0) está em vigor a partir de hoje. As principais mudanças são nas regras de hospedagem. Anexo, o documento completo.
[Nome do Remetente]","Produtivo"
"Assunto: Notificação de Novo Comentário na Planilha
[Nome do Usuário] comentou na 'Planilha de Metas': 'Essa meta é impossível!'.
Sistema de Planilhas Colaborativas","Não Produtivo"
"Assunto: Ponto de Decisão: Renovação de Contrato com Fornecedor X
[Nome do Aprovador],
O contrato com o Fornecedor X (Serviço de Limpeza) precisa ser renovado. O valor anual é de R$ 15.000,00. Anexo, o novo contrato. Por favor, aprove até 05/11.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Alguém quer um café?
Já passou a hora do café, agora é hora do almoço.
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reserva de Sala - Reunião de Diretoria
[Nome do Secretariado],
A Sala de Diretoria foi reservada para a reunião de 15/11, das 9h às 12h. O *catering* foi solicitado.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Notificação: Próxima Fatura Disponível
Ainda bem que foi um erro! Quase paguei de novo.
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Desempenho - *Time* de *DevOps* - Setembro
Time de TI,
O tempo médio de *deploy* caiu para 30 minutos em Setembro. O *uptime* do sistema foi de 99.98%. O relatório completo está anexo.
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Fwd: Horóscopo do Dia
Veja o que os astros reservam para você hoje!
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação: Finalizar Relatório de Auditoria Interna
[Nome do Auditor],
O Relatório Final da Auditoria Interna deve ser finalizado e enviado à Diretoria até o final do dia. Por favor, insira a seção de recomendações.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Onde tem lanches bons por perto?
Estou com muita fome, vou pedir uma pizza no escritório!
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Cadastro de Produto - Produto Beta
[Nome do Cadastro],
Por favor, cadastre o 'Produto Beta' no sistema de *e-commerce*. O código do produto é PRD-002 e o preço de venda é R$ 150,00. Anexo, as fotos e a descrição.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Aviso de Férias Coletivas
Eu não recebi o aviso. É sério isso?
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Manual de Boas Práticas de Código - V1.1
Time de Desenvolvimento,
O 'Manual de Boas Práticas de Código' (V1.1) foi atualizado. A principal mudança é a obrigatoriedade de testes de unidade. Por favor, revisem e apliquem.
[Nome do Remetente]","Produtivo"
"Assunto: Notificação de Novo Post no Blog
Novo Post: '5 Dicas para ser mais Feliz no Trabalho'. Clique para ler: [Link].
Newsletter da Empresa","Não Produtivo"
"Assunto: Ponto de Decisão: Escolha do Layout do Site
[Nome do Marketing],
Anexo, as opções de *layout* A e B para o novo site. A opção A tem melhor conversão. Precisamos da sua decisão final até amanhã.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Horóscopo do Dia
Meu horóscopo disse que eu vou ter sorte hoje!
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reunião: Alinhamento de *Budget* 2026
[Nome dos Participantes],
A reunião de Alinhamento de *Budget* 2026 está confirmada para 20/11, às 9h. Por favor, tragam as projeções de custo e receita.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Re: A cor do slide
Eu ainda acho que roxo seria melhor. Que desperdício de discussão!
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Risco - Projeto Z
[Nome do Gerente],
O risco 'Atraso na entrega da API externa' tem uma probabilidade de 70% e um impacto alto. O plano de mitigação está em anexo.
[Nome do Remetente]","Produtivo"
"Assunto: Alguém viu meu fone de ouvido?
Perdi meu fone de ouvido *bluetooth* azul. Estava na minha mesa.
Abs.","Não Produtivo"
"Assunto: Ação: Agendamento de Reunião de *Retrospective*
Time de Desenvolvimento,
Por favor, agende a reunião de *Retrospective* do Projeto Alfa para a próxima sexta-feira. O foco é nas lições aprendidas e melhorias.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Novo Post no Blog
Eu li o post! É muito inspirador.
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Ajuda: Problema com *Query* SQL
[Nome do Especialista],
Estou com um problema em uma *query* SQL complexa (anexo). Ela está demorando muito para executar. Você pode me ajudar a otimizar?
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Aviso de Férias Coletivas
O setor de TI não terá férias coletivas, apenas recesso.
[Nome do Remetente]","Produtivo"
"Assunto: Documento: Resumo da Legislação Trabalhista - Novo
[Nome do RH],
O resumo da nova legislação trabalhista (entrando em vigor em 01/12) está anexo. Por favor, revise e treine a equipe.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Alguém quer um café?
O café está pronto! Venham buscar!
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Recebimento - Documentação Legal
[Nome do Jurídico],
Confirmamos o recebimento da documentação legal do Contrato Y. O processo de arquivamento será finalizado em 24h.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Fwd: Re: Horóscopo do Dia
O meu horóscopo não disse nada de bom. Que chato.
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Acesso ao Sistema - Usuários Inativos
Time de TI,
O relatório de usuários inativos (mais de 90 dias) está anexo. Por favor, desative as contas para aumentar a segurança.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Alguém viu meu fone de ouvido?
Eu não vi, mas vou procurar na minha gaveta.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação: Contato com Fornecedor de *Outsourcing*
[Nome do Compras],
Por favor, entre em contato com o Fornecedor de *Outsourcing* (Empresa Z) para renegociar o contrato. O valor atual está acima do mercado.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Novo Comentário na Planilha
Comentário respondido. A meta é ambiciosa, mas alcançável.
[Nome do Remetente]","Produtivo"
"Assunto: Solicitação de Material Gráfico - Camisetas
[Nome do Marketing],
Precisamos de 100 camisetas com o logo da empresa para o evento de fim de ano. O *design* está anexo. O prazo de entrega é 15/11.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Fwd: Re: Horóscopo do Dia
Não acredito em horóscopo. É perda de tempo.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ponto de Decisão: Contratação de *Cloud* Privada vs. Pública
Time de TI,
Anexo, o comparativo técnico e de custos entre *Cloud* Privada e Pública. A *Cloud* Híbrida é a mais recomendada. Decisão necessária até 05/11.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Onde tem lanches bons por perto?
Não pedi a pizza, vou almoçar em casa.
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Inscrição - *Webinar* de Lançamento
[Nome do Participante],
Sua inscrição no *Webinar* de Lançamento do Produto Z (10/11) foi confirmada. O *link* de acesso será enviado 1 hora antes.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Alguém viu meu fone de ouvido?
Eu não estou na empresa hoje, mas boa sorte na busca.
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Incidentes de TI - Setembro
Time de TI,
O número de incidentes de TI caiu 10% em Setembro. A média de tempo de solução (*MTTR*) é de 4 horas. Anexo, o relatório completo.
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Piada do dia!
Qual a capital do piauí? É a letra I! Kkkk!
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação: Revisão de Requisitos de Segurança
Time de Desenvolvimento,
Os requisitos de segurança do Módulo de Pagamento (anexo) devem ser revisados e implementados até o final da semana. A auditoria de segurança começa na próxima segunda.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Novo Post no Blog
O post é bom, mas o título é ruim.
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Cadastro de Novo *Feature* - Sistema X
[Nome do PM],
Por favor, cadastre a nova *feature* 'Filtro por Data' no Sistema X. A prioridade é Alta. Anexo, os requisitos funcionais.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Fwd: Re: Horóscopo do Dia
Acredite, é só coincidência.
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Manual de *Compliance* - Novo
Equipe,
O novo Manual de *Compliance* (v2.0) está em vigor a partir de hoje. As principais mudanças são nas regras de *anti-bribery*. Anexo, o documento completo.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Reunião Cancelada: Treinamento de Soft Skills
Obrigado pelo aviso. Vou aproveitar para adiantar meu trabalho.
[Nome do Remetente]","Produtivo"
"Assunto: Ponto de Decisão: Escolha do Sistema de *Marketing Automation*
[Nome do Marketing],
Anexo, o comparativo entre os sistemas A e B. O sistema A tem melhor integração com nosso CRM. Decisão final até amanhã.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Piada do dia!
Essa piada é antiga!
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reserva de Sala - Treinamento de *Onboarding*
[Nome do RH],
A sala 'Ático' foi reservada para o treinamento de *Onboarding* em 05/11, das 9h às 17h.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Alguém viu meu fone de ouvido?
Achei! Estava no bolso da minha calça. Que cabeça a minha!
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de *Budget* Restante - Projeto Z
[Nome do Gerente],
O *budget* restante para o Projeto Z é de R$ 10.000,00. Precisamos de uma revisão de escopo para finalizar. Anexo, a planilha de gastos.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Fwd: Re: Horóscopo do Dia
Não perca tempo com isso. Foque no trabalho.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação: Contratação de Serviço de Tradução
[Nome do Compras],
Por favor, contrate um serviço de tradução para a documentação técnica do Produto Z (20 páginas, Inglês-Português). O prazo é 15/11.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Novo Comentário na Planilha
Obrigado pela resposta! Vou trabalhar na meta.
[Nome do Remetente]","Produtivo"
"Assunto: Solicitação de *Upgrade* de Servidor - *Datacenter*
Time de TI,
Solicito o *upgrade* da memória RAM do servidor 'DB-PROD-01' para 64GB. O *servidor* está com gargalo. O pedido de compra está anexo.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Piada do dia!
Eu gostei da piada! Bem-humorada.
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Manual de *Brand Guidelines* - V2.0
[Nome do Marketing],
O Manual de *Brand Guidelines* (V2.0) foi atualizado (anexo). A principal mudança é na paleta de cores primárias. Por favor, utilize a nova versão.
[Nome do Remetente]","Produtivo"
"Assunto: Notificação de Novo Comentário no *Roadmap*
[Nome do Usuário] comentou no *Roadmap* 2026: 'Adicionar *Feature* Y à prioridade máxima'.
Sistema de Gestão de Produto","Não Produtivo"
"Assunto: Ponto de Decisão: Escolha do Sistema de *BI*
[Nome do Diretor],
Anexo, o comparativo entre os sistemas de *BI* A e B. O sistema B tem melhor custo-benefício. Decisão final até 05/11.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Fwd: Re: Horóscopo do Dia
Acho que deveríamos parar de mandar e-mails não relacionados ao trabalho.
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reserva de Sala - *Sprint Planning*
Time de Desenvolvimento,
A Sala de Reuniões 1 foi reservada para a *Sprint Planning* (próxima segunda, 9h às 12h).
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: O que vocês acham da série nova da Netflix?
Eu vou ver o primeiro episódio e te falo.
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de *Bug* Crítico Resolvido - #BUG-1235
Time de Testes,
O *bug* crítico #BUG-1235 (Pagamento) foi resolvido. O *fix* está no ambiente de produção. Por favor, monitore o sistema por 24 horas.
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Vídeo engraçado!
Um vídeo muito engraçado que encontrei no YouTube!
[Link para o Vídeo]
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação: Implementação de Nova Política de *Feedback*
[Nome do RH],
A nova Política de *Feedback* 360º deve ser implementada no sistema até 05/11. O treinamento para os gestores é obrigatório.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Novo Comentário no *Roadmap*
Obrigado pela sugestão. Vamos analisar a *Feature* Y.
[Nome do Remetente]","Produtivo"
"Assunto: Solicitação de Acesso - Relatório de Vendas
[Nome do Analista],
Por favor, conceda acesso de 'Leitura' ao meu usuário ([Usuário]) ao Relatório de Vendas (pasta 'Financeiro/Vendas'). Preciso da informação para o *budget*.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Vídeo engraçado!
Eu já vi esse vídeo. É hilário!
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: *Checklist* de *Deploy* em Produção
Time de TI,
O *Checklist* de *Deploy* em Produção (anexo) foi atualizado. A etapa de *rollback* é obrigatória para todos os *deploys*.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Fwd: Fwd: Re: Horóscopo do Dia
Que bobagem! Eu tenho mais o que fazer.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ponto de Decisão: Escolha do Fornecedor de *Outsourcing*
[Nome do Diretor],
Anexo, o comparativo entre os Fornecedores X e Y. O Fornecedor X tem melhor SLA. Decisão final até amanhã.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Alguém viu meu fone de ouvido?
Ainda não encontrei, vou procurar no armário.
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Pagamento - Nota Fiscal 4568
[Nome do Fornecedor],
Confirmamos o pagamento da Nota Fiscal 4568 (R$ 1.500,00) realizado hoje. Comprovante anexo.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Notificação de Expiração de Licença
Sua licença do Software Z expira em 7 dias. Por favor, renove.
Sistema de Licenças Automático","Não Produtivo"
"Assunto: Relatório de Acompanhamento de Metas - Setembro
[Nome do Gerente],
O *time* atingiu 90% das metas de Setembro. A meta de conversão está abaixo do esperado. O relatório detalhado está anexo.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Vídeo engraçado!
Eu não achei graça nenhuma.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ação: Treinamento de *Compliance* - Próxima Semana
Equipe,
O treinamento obrigatório de *Compliance* será na próxima quarta-feira, às 10h, na sala de conferências. A presença é obrigatória.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Expiração de Licença
Que chato, vou ter que renovar.
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Criação de Conta - Cliente Y
[Nome do Cadastro],
Por favor, crie uma conta de cliente para o 'Cliente Y'. Os dados de cadastro estão em anexo.
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Piada do dia!
Essa piada é horrível!
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Manual de Uso da Ferramenta X
Equipe,
O Manual de Uso da Ferramenta X (nova versão) está em anexo. Por favor, utilizem-no como referência.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Re: Re: A cor do slide
Eu desisti dessa discussão. Que canseira.
[Nome do Remetente]","Não Produtivo"
"Assunto: Ponto de Decisão: Estratégia de Precificação
[Nome do Marketing],
Anexo, a análise de sensibilidade para as opções de precificação A e B. A opção B maximiza a receita. Decisão final até amanhã.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Vídeo engraçado!
Compartilhei com toda a família. Eles amaram!
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reserva de Sala - Reunião de *Retrospective*
Time de Desenvolvimento,
A sala 'Criatividade' foi reservada para a *Retrospective* (próxima sexta, 14h às 16h).
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Reunião Cancelada: Treinamento de Soft Skills
Obrigado pelo aviso, vou tirar a hora do treinamento da agenda.
[Nome do Remetente]","Produtivo"
"Assunto: Relatório de *Uptime* do Sistema - Setembro
Time de TI,
O *Uptime* do sistema principal foi de 99.99% em Setembro. O relatório está anexo.
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Oportunidade de Trabalho Remoto
[E-mail de golpe/oportunidade de trabalho falsa]","Não Produtivo"
"Assunto: Ação: Revisão de *Roadmap* de Tecnologia - 2026
Time de TI,
O *Roadmap* de Tecnologia para 2026 (anexo) deve ser revisado. O foco é na migração para *Cloud*. Por favor, envie o *feedback* até 05/11.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Fwd: Re: Horóscopo do Dia
Vou me concentrar no trabalho e não no horóscopo.
[Nome do Remetente]","Produtivo"
"Assunto: Solicitação de Ajuda: Problema com *Access Token*
[Nome do Especialista],
Estou com um problema para gerar um novo *access token* na API. Pode me ajudar com a documentação correta?
Grato,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Re: Fwd: Vídeo engraçado!
Eu não assisto vídeos de gatinho.
[Nome do Remetente]","Não Produtivo"
"Assunto: Documento: Manual de Uso da Ferramenta Y - V1.0
Equipe,
O Manual de Uso da Ferramenta Y (nova versão) está em anexo. Por favor, utilizem-no como referência.
[Nome do Remetente]","Produtivo"
"Assunto: Notificação de Nova Mensagem de Voz Não Lida
Você tem 1 mensagem de voz não lida.
Sistema de Correio de Voz","Não Produtivo"
"Assunto: Ponto de Decisão: Escolha do Software de *Recruitment* B
[Nome do RH],
Anexo, o comparativo entre os softwares de *Recruitment* C e D. O software D tem melhor IA. Decisão final até 05/11.
[Nome do Remetente]","Produtivo"
"Assunto: Re: Fwd: Oportunidade de Trabalho Remoto
Isso parece suspeito, não clique!
[Nome do Remetente]","Não Produtivo"
"Assunto: Confirmação de Reserva de Voo - Treinamento
[Nome do Colaborador],
Sua reserva de voo para o treinamento em São Paulo (10/11) está confirmada. O bilhete está anexo.
Atenciosamente,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Re: Fwd: Piada do dia!
Meu colega achou graça. Eu não.
[Nome do Remetente]","Não Produtivo"
"Assunto: Relatório de Desempenho - *Time* de *QA* - Setembro
Time de QA,
O número de *bugs* encontrados em produção caiu 20% em Setembro. O relatório completo está anexo.
[Nome do Remetente]","Produtivo"
"Assunto: Fwd: Convite para Evento de Networking
[Convite para evento não relacionado ao trabalho]","Não Produtivo"
"Assunto: Ação: *Deploy* de Nova *Feature* - *E-commerce*
Time de TI,
A nova *feature* 'Cálculo de Frete' será *deployada* em produção às 23h. O *rollback* está no *checklist*.
Obrigado,
[Nome do Remetente]","Produtivo"
"Assunto: Re: Notificação de Nova Mensagem de Voz Não Lida
Vou ouvir depois do almoço.
[Nome do Remetente]","Não Produtivo"
"Assunto: Solicitação de Cadastro de Novo Fornecedor - Fornecedor Z
[Nome do Cadastro],
Por favor, cadastre o 'Fornecedor Z' (Serviços de Marketing) no sistema. Os dados de cadastro estão em anexo.
Grato,
[Nome do Remetente]","Produtivo"
